Año;Mes;Descripción Centro;Organismo;Número Contrato;Número Expediente;Descripción Contrato;Tipo Contrato;Procedimiento Adjudicación;Artículo;Apartado;Criterios Adjudicación;Presupuesto Total(IVA Incluido);Importe Adjudicación (IVA Incluido);Plazo;Fecha Adjudicación;Nombre/Razón Social;NIF/CIF Adjudicatario;Fecha Formalización;Acuerdo Marco;Ingreso/Coste Cero;Observaciones
2020;Septiembre;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202001093;MDC/2020/00113;CONTRATACION PARA LA REALIZACION DE TEST QUE DETECTAN LOS ANTICUERPOS (IGG E IGM) DEL COVID 19, PARA MADRID DESTINO ;Servicios;Abierto simplificado sumario;;;Pluralidad de criterios;24.200,00 €;20.000,00 €;12;01/09/2020;UNIMAT PREVENCION, S.L.;B97754915;07/09/2020; ;;
2020;Septiembre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;202001094;300/2019/00609;CONTRATO DE SERVICIOS QUE CONLLEVA PRESTACIONES DIRECTAS A FAVOR DE LA CIUDADANIA DENOMINADO: GESTION DE TRES PUNTOS DE ENCUENTRO FAMILIAR (PEF).;Servicios;Abierto;;;Pluralidad de criterios;2.281.151,99 €;2.011.561,00 €;24;17/06/2020;APROME-ASOC. PROT. DEL MENOR EN PROCESOS DE SEPARACION DE SUS PROGENITORES;G47352703;13/07/2020; ;;
2020;Septiembre;EMPRESAS;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS DE MADRID, S.A.;202001095;SFC/2020/00023;CONSTRUCCION DE 1936 COLUMBARIOS EN EL CEMENTERIO DE NUESTRA SEÑORA DE LA ALMUDENA DE MADRID PARA LA EMSFYCM, S.A.;Obras;Abierto;;;Pluralidad de criterios;1.300.090,16 €;1.039.422,09 €;3;13/08/2020;UTE FLODI, S.L.-ACEINSA MOVILIDAD, S.A.;U01835867;17/08/2020; ;;
2020;Septiembre;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202001096;MDC/2020/00119;LOTE 1. SUMINISTRO EN REGIMEN DE ADQUISICION E INSTALACION DEL SISTEMA DE SUMINISTRO ELECTRICO COMPLEMENTARIO MEDIANTE GRUPO ELECTROGENO EN CINETECA Y MATADERO MADRID;Suministro;Abierto;;;Un unico criterio;90.944,48 €;65.878,79 €;24;16/07/2020;LINEAS Y CABLES, S.A.;A28552149;27/08/2020; ;;
2020;Septiembre;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202001097;MDC/2020/00119;LOTE 2. SUMINISTRO EN REGIMEN DE ADQUISICION E INSTALACION DE ILUMINACION EN ZONAS DE TRABAJO EN CINETECA Y MATADERO MADRID;Suministro;Abierto;;;Un unico criterio;68.584,73 €;49.683,28 €;24;16/07/2020;LINEAS Y CABLES, S.A.;A28552149;27/08/2020; ;;
2020;Septiembre;EMPRESAS;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS DE MADRID, S.A.;202001098;SFC/2020/00006;SERVICIOS DE ALOJAMIENTO E INFRAESTRUCTURA/PLATAFORMA COMO SERVICIO (IAAS/PAAS) DE LOS ENTORNOS DE PRODUCCION, PREPRODUCCION Y DESARROLLO SOBRE DIVERSOS APLICATIVOS DE LA EMSFYCM, S.A.;Servicios;Abierto;;;Pluralidad de criterios;426.646,00 €;373.894,84 €;36;11/08/2020;INFORMATICA EL CORTE INGLES, S.A.;A28855260;03/09/2020; ;;
2020;Septiembre;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202001099;MDC/2020/00106;SERVICIO DE MANTENIMIENTO A TODO RIESGO, CORTINA DE AGUA DIGITAL INTERACTIVA, LAMINA DE AGUA INFERIOR Y LAMINA DE AGUA SUPERIOR EN EL FERNAN GOMEZ, CENTRO CULTURAL DE LA VILLA;Servicios;Abierto simplificado;;;Pluralidad de criterios;46.117,94 €;45.195,58 €;12;28/07/2020;ELECTROMECANICA YUSTO YUGUERO, S.L.;B79932448;29/07/2020; ;;
2020;Septiembre;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202001100;MDC/2020/00120;"PROYECTO EXPOSITIVO ""ONDULACION EN LA SOMBRA"" PHOTOESPAÑA 2020";Servicios;Negociado sin publicidad;168;a) apartado 2º;;42.417,76 €;42.417,76 €;1;21/09/2020;LA FABRICA GESTION MAS CULTURA, S.L.;B82627548;25/09/2020; ;;
2020;Septiembre;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202001101;MDC/2020/00111;SERVICIOS DE ALOJAMIENTO, SOPORTE A USUARIOS Y EVOLUTIVOS DE LA PLATAFORMA DE VENTA DE ENTRADAS DE MADRID DESTINO;Servicios;Abierto;;;Pluralidad de criterios;257.004,00 €;257.004,00 €;18;06/08/2020;NETBERRY SERVICIOS DE INTERNET, S.L.;B02293207;01/09/2020; ;;
2020;Octubre;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202001102;MDC/2020/00107;SERVICIO DE PERSONAL AUXILIAR Y JEFE DE EQUIPO, A REALIZAR CON MOTIVO DE LA CELEBRACION DE LA CAMPAÑA VERANOS DE LA VILLA - GRACIAS MADRID 2020;Servicios;Abierto simplificado sumario;;;Pluralidad de criterios;39.262,08 €;31.483,28 €;1,06;22/07/2020;ALCOR SERVICIOS AUXILIARES, S.L.;B27438837;24/07/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DELEGADA DE DEPORTE;202001103;300/2019/01465;OBRAS DE SUSTITUCION DEL ALUMBRADO EN CAMPOS DE FUTBOL DE CESPED ARTIFICIAL EN INSTALACIONES DEPORTIVAS BASICAS Y CENTROS DEPORTIVOS MUNICIPALES. LOTE 2 ;Obras;Abierto simplificado;;;Pluralidad de criterios;164.491,30 €;130.770,58 €;4;11/08/2020;IMESAPI, S.A.;A28010478;17/08/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE CULTURA, TURISMO Y DEPORTE;202001104;300/2019/01833;ACUERDO MARCO PARA LA PRESTACION DEL SERVICIO DE TRANSPORTE DE MOBILIARIO, ENSERES Y DOCUMENTACION EN DEPENDENCIAS DEL AREA DE GOBIERNO DE CULTURA, TURISMO Y DEPORTE.;Servicios;Abierto;;;Pluralidad de criterios;0,00 €;0,00 €;24;05/08/2020;ORDAX COORDINADORA DE TRANSPORTES Y  MERCANCIAS S.L.;B80132145;09/09/2020;SI;;
2020;Octubre;EMPRESAS;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS DE MADRID, S.A.;202001105;SFC/2020/00021;SEGURO DE RESPONSABILIDAD CIVIL Y PROFESIONAL PARA LOS ADMINISTRADORES Y DIRECTIVOS (D&O) DE LA EMSFYCM, S.A.;Servicios;Abierto simplificado sumario;;;Un unico criterio;30.000,00 €;21.230,00 €;12;08/09/2020;AIG EUROPE, S.A. SUCURSAL EN ESPAÑA;W0186206I;14/09/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE DESARROLLO URBANO;202001106;711/2019/26271;CONTRATO DE SERVICIOS DE TRASLADO, DEPOSITO, CUSTODIA Y GESTION DE ARCHIVOS DE LOS EXPEDIENTES DEL AREA DE GOBIERNO DE DESARROLLO URBANO Y DEL AREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS.;Servicios;Abierto;;;Pluralidad de criterios;687.226,26 €;665.413,44 €;24;07/08/2020;NORMADAT, S.A.;A80465792;04/09/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;MADRID SALUD;202001107;300/2020/00212;PROGRAMA DE PREVENCION E INTERVENCION ANTE LOS RIESGOS DEL JUEGO DE AZAR EN ADOLESCENTES Y JOVENES DE LA CIUDAD DE MADRID EN LOS DISTRITOS DE LATINA, CARABANCHEL, USERA Y TETUAN.;Servicios;Abierto;;;Pluralidad de criterios;476.510,22 €;378.341,71 €;24;07/07/2020;FUNDACION ATENEA GRUPO GID;G84392810;30/07/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;MADRID SALUD;202001108;300/2020/00278;CONTRATO DE SERVICIOS, QUE CONLLEVA PRESTACIONES DIRECTAS A FAVOR DE LA CIUDADANIA, DENOMINADO: SERVICIO DE ORIENTACION SOCIOLABORAL A PERSONAS CON ADICCIONES ATENDIDAS EN LA RED DEL INSTITUTO DE ADICCIONES.;Servicios;Abierto;;;Pluralidad de criterios;1.103.291,89 €;947.828,04 €;24;09/07/2020;FUNDACION ATENEA GRUPO GID;G84392810;10/08/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;MADRID SALUD;202001109;300/2020/00259;OBRAS DE REFORMA EN EL CENTRO DE PROTECCION ANIMAL PARA LA AMPLIACION Y MEJORA DE CHENILES;Obras;Abierto simplificado;;;Pluralidad de criterios;264.990,00 €;221.081,16 €;5;27/07/2020;FERROVIAL SERVICIOS, S.A.;A80241789;03/08/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202001110;300/2020/00192;MANTENIMIENTO DEL EDIFICIO UBICADO EN LA CALLE BARCO, 20-22, DEPENDIENTE DEL AREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS.;Servicios;Abierto;;;Pluralidad de criterios;57.254,34 €;50.013,99 €;12;16/07/2020;CLECE S.A;A80364243;12/08/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE DESARROLLO URBANO;202001111;300/2019/00956;SERVICIO DE MANTENIMIENTO DEL EDIFICIO SEDE DEL AREA DE GOBIERNO DE DESARROLLO URBANO;Servicios;Abierto;;;Pluralidad de criterios;394.149,15 €;243.903,56 €;20;27/07/2020;CLECE S.A;A80364243;26/08/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE DESARROLLO URBANO;202001112;300/2019/00905;SERVICIO DE VIGILANCIA Y SEGURIDAD DE EDIFICIOS ADSCRITOS AL AREA DE GOBIERNO DE DESARROLLO URBANO.;Servicios;Abierto;;;Pluralidad de criterios;472.082,43 €;453.750,00 €;18;18/08/2020;SERVISE, S.A.;A78493137;17/09/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DELEGADA DE DEPORTE;202001113;300/2019/01465;OBRAS DE SUSTITUCION DEL ALUMBRADO EN CAMPOS DE FUTBOL DE CESPED ARTIFICIAL EN INSTALACIONES DEPORTIVAS BASICAS Y CENTROS DEPORTIVOS MUNICIPALES. LOTE 3 ;Obras;Abierto simplificado;;;Pluralidad de criterios;166.535,30 €;130.480,41 €;4;11/08/2020;IMESAPI, S.A.;A28010478;17/08/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DELEGADA DE DEPORTE;202001114;300/2019/01465;OBRAS DE SUSTITUCION DEL ALUMBRADO EN CAMPOS DE FUTBOL DE CESPED ARTIFICIAL EN INSTALACIONES DEPORTIVAS BASICAS Y CENTROS DEPORTIVOS MUNICIPALES. LOTE 4 ;Obras;Abierto simplificado;;;Pluralidad de criterios;164.576,92 €;144.679,57 €;4;07/08/2020;CITELUM IBERICA, S.A.;A59087361;11/08/2020; ;;
2020;Octubre;EMPRESAS;EMPRESA MIXTA CLUB DE CAMPO VILLA DE MADRID, S.A.;202001115;CCV/2020/00614;SERVICIO DE GESTION Y DESARROLLO DEL SERVICIO DE CONSERJERIA, CONTROL DE ACCESOS Y USOS, MENSAJERIA Y OTROS DENTRO DE LAS INSTALACIONES DEL CCVM, SA;Servicios;Abierto;;;Pluralidad de criterios;1.035.222,76 €;836.620,79 €;12;15/07/2020;DIMOBA SERVICIOS S.L.;B04307120;01/08/2020; ;;
2020;Octubre;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202001116;EMT/2019/00105;SUMINISTRO E INSTALACION DE ESTORES EN LOS C.O. DE EMT - LOTES 1, 2 Y 3;Suministro;Abierto simplificado;;;Un unico criterio;6.921,20 €;2.378,98 €;3;03/06/2020;RAFITEXTIL DTT 38 S.L.;B14546980;01/10/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DELEGADA DE DEPORTE;202001117;300/2020/00329;SUMINISTRO DE DIVERSO MATERIAL DEPORTIVO PARA EL DESARROLLO DEL PROGRAMA DE ESCUELAS MUNICIPALES DE PROMOCION DEPORTIVA, EL AULA DEPORTIVA MUNICIPAL, EL ESTADIO VALLEHERMOSO Y LA SALA DE PSICOMOTRICIDAD DEL CDM MORATALAZ;Suministro;Abierto simplificado sumario;;;Un unico criterio;34.870,00 €;34.865,87 €;0,66;14/09/2020;MOYPE SPORT, S.A.;A78111549;15/09/2020; ;;
2020;Octubre;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202001118;MDC/2020/00124;EJECUCION Y DESARROLLO DE LAS REPRESENTACIONES DE CONCIERTOS DE RODRIGO CUEVAS, SES, JULIAN MAESO, JAVIER RUIBAL+ FETEN FETEN, DELAFE Y JOANA SERRAT, PROGRAMADAS EN EL FESTIVAL DE MUSICA IBERICA MADRID MIM 2020 PARA SU EXHIBICION EN FERNAN GOMEZ. CENTRO CULTURAL DE LA VILLA;Servicios;Negociado sin publicidad;168;a) apartado 2º;;53.240,00 €;53.240,00 €;3,36;16/09/2020;ARTE E INICIATIVA ESCENICA AIE;V88528872;30/09/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;DISTRITO DE VILLA DE VALLECAS;202001119;300/2019/01631;SERVICIO DE DINAMIZACION DE LA PARTICIPACION INFANTIL Y ADOLESCENTE DEL DISTRITO DE VILLA DE VALLECAS ;Servicios;Abierto;;;Pluralidad de criterios;91.463,74 €;83.140,54 €;24;01/09/2020;J C MADRID DEPORTE Y CULTURA S.L.;B80345721;01/10/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202001120;300/2019/01103;IFS-MEJORA DE PAVIMENTACION DE ACERAS EN LOS DISTRITOS DE CIUDAD LINEAL, CHAMBERI Y TETUAN (2 LOTES). LOTE 2;Obras;Abierto;;;Pluralidad de criterios;1.449.933,76 €;1.006.544,02 €;4;01/07/2020;LANTANIA, S. A. U.;A87268116;16/07/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202001121;300/2019/01103;IFS-MEJORA DE PAVIMENTACION DE ACERAS EN LOS DISTRITOS DE CIUDAD LINEAL, CHAMBERI Y TETUAN (2 LOTES). LOTE 1;Obras;Abierto;;;Pluralidad de criterios;1.062.936,93 €;742.992,91 €;4;01/07/2020;VIRTON, S.A.;A28357093;03/07/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202001122;300/2019/01078;IFS-REHABILITACION DE ESPACIOS PUBLICOS CON PAVIMENTOS ESPECIALES (4 LOTES). LOTE 1;Obras;Abierto;;;Pluralidad de criterios;1.919.248,01 €;1.416.405,03 €;6;22/07/2020;ACEINSA MOVILIDAD, S.A.;A84408954;19/08/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202001123;300/2019/01078;IFS-REHABILITACION DE ESPACIOS PUBLICOS CON PAVIMENTOS ESPECIALES (4 LOTES). LOTE 2;Obras;Abierto;;;Pluralidad de criterios;1.394.425,72 €;1.049.584,24 €;6;21/07/2020;COTODISA OBRAS Y SERVICIOS, S.A.;A81942674;13/08/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;DISTRITO DE VILLA DE VALLECAS;202001124;300/2019/01723;TRANSPORTE PARA VISITAS Y SALIDAS DE CARACTER EDUCATIVO, SOCIAL, CULTURAL Y DE OCIO DEL DISTRITO DE VILLA DE VALLECAS. LOTE 1;Servicios;Abierto;;;Pluralidad de criterios;60.000,00 €;60.000,00 €;24;04/09/2020;CLASSIC BUS, S. L.;B81981151;30/09/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;DISTRITO DE VILLA DE VALLECAS;202001125;300/2019/01723;TRANSPORTE PARA VISITAS Y SALIDAS DE CARACTER EDUCATIVO, SOCIAL, CULTURAL Y DE OCIO DEL DISTRITO DE VILLA DE VALLECAS. LOTE 2;Servicios;Abierto;;;Pluralidad de criterios;9.000,00 €;9.000,00 €;24;04/09/2020;CLASSIC BUS, S. L.;B81981151;30/09/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;DISTRITO DE VILLA DE VALLECAS;202001126;300/2019/01723;TRANSPORTE PARA VISITAS Y SALIDAS DE CARACTER EDUCATIVO, SOCIAL, CULTURAL Y DE OCIO DEL DISTRITO DE VILLA DE VALLECAS. LOTE 3;Servicios;Abierto;;;Pluralidad de criterios;36.900,00 €;36.900,00 €;24;04/09/2020;CLASSIC BUS, S. L.;B81981151;30/09/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;202001127;171/2020/00458;"SERVICIO DE GESTION DEL PROGRAMA PARA MUJERES SIN HOGAR ""NO SECOND NIGHT"" (NI UNA NOCHE MAS), CON LA FINALIDAD DE PALIAR LAS CONSECUENCIAS SOCIALES DEL COVID-19";Servicios;Tramitación Emergencia;;;;268.124,56 €;268.124,56 €;4,86;04/06/2020;FUNDACION LUZ CASANOVA;G85130771;15/09/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202001128;300/2020/00377;REDACCION DEL PROYECTO BASICO Y DEL PROYECTO DE EJECUCION Y ASISTENCIA A LA DIRECCION FACULTATIVA DE LAS OBRAS PARA LA REMODELACION DE LA PLAZA DEL PUERTO DE CANFRANC EN EL DISTRITO DE PUENTE DE VALLECAS.;Servicios;Negociado sin publicidad;168;d);;30.000,00 €;30.000,00 €;16;19/08/2020;UTE MARIA DOLORES PALACIOS DIAZ-FEDERICO SORIANO PELAEZ;U01804616;09/09/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202001129;151/2020/12327;SERVICIO PARA LA DIRECCION FACULTATIVA DE LA OBRA DE DEMOLICION DE LA ESTRUCTURA DE LAS CALLES JOAQUIN COSTA Y FRANCISCO SILVELA SOBRE LA GLORIETA DE LOPEZ DE HOYOS. TRAMITACION DE EMERGENCIA. ;Servicios;Tramitación Emergencia;;;;217.800,00 €;217.800,00 €;6;10/07/2020;INES INGENIEROS CONSULTORES, S.L.;B83911503;30/07/2020; ;;
2020;Octubre;EMPRESAS;EMPRESA MIXTA CLUB DE CAMPO VILLA DE MADRID, S.A.;202001130;CCV/2019/00642;CONCESION DE SERVICIOS DEL SERVICIO DE HOSTELERIA DEL CCVM, SA. (LOTE 1). INGRESO.;Concesión de Servicios;Abierto;;;Pluralidad de criterios;30.125.561,64 €;30.125.561,64 €;120;26/09/2019;BRANDELICIOUS, S.L.;B87642542;13/01/2020; ;SI;
2020;Octubre;EMPRESAS;EMPRESA MIXTA CLUB DE CAMPO VILLA DE MADRID, S.A.;202001131;CCV/2019/00642;SERVICIO DE HOSTELERIA DEL RESTAURANTE, BARRA Y TERRAZA DEL CHALET DE TENIS Y PISCINAS LOTE 2. (INGRESO).;Concesión de Servicios;Abierto;;;Pluralidad de criterios;15.550.262,09 €;15.550.262,10 €;120;28/10/2019;VANDELVIRA&YANTAR, S.L.;B23783509;12/06/2020; ;SI;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202001132;300/2019/01098;IFS . REURBANIZACION DE LA CALLE CONVENIO Y MENDEZ ALVARO-AVENIDA SAN DIEGO. DISTRITO PUENTE DE VALLECAS;Obras;Abierto;;;Pluralidad de criterios;2.938.290,08 €;1.933.101,05 €;5;24/07/2020;LICUAS, S.A.;A78066487;10/08/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;INFORMÁTICA AYUNTAMIENTO DE MADRID;202001133;300/2020/00462;CONTRATO DE SERVICIOS PARA EL MANTENIMIENTO DE LA APLICACION ORALIMS DE MADRID SALUD;Servicios;Negociado sin publicidad;168;a) apartado 2º;;81.845,61 €;81.845,61 €;24;21/08/2020;LABS DIVISION SL;B65465536;18/09/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE ECONOMIA, INNOVACION Y EMPLEO;202001134;300/2019/00422;COMUNICACION Y DIFUCSION DE ACTIVIDADES DENTRO DEL PROYECTO MADRID CAPITAL DE MODA DE LA DIRECCION GENERAL DE COMERCIO Y HOSTELERIA.;Servicios;Abierto;;;Pluralidad de criterios;93.701,49 €;59.532,00 €;12;31/08/2020;GOOD NEWS TELEVISION S.L.;B84094655;05/10/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;DISTRITO DE SALAMANCA;202001135;104/2020/02115;CONTRATO DE EMERGENCIA PARA LA CONTRATACION DE EQUIPOS DE PROTECCION INDIVIDUAL DEL PERSONAL ADSCRITO A LA JUNTA MUNICIPAL DEL DISTRITO DE SALAMANCA EN EL AMBITO DE LAS MEDIDAS DE PREVENCION DE LA EMERGENCIA SANITARIA POR COVID19.;Suministro;Tramitación Emergencia;;;;84.817,10 €;84.817,10 €;1,36;19/06/2020;STAG, S.A.;A28907905;09/07/2020; ;;
2020;Octubre;EMPRESAS;MERCAMADRID, S.A.;202001136;MER/2020/00003;SERVICIOS PROFESIONALES DE ASESORAMIENTO ECONOMICO-FINANCIERO DE VALORACION.;Servicios;Ordinario;;;Pluralidad de criterios;81.298,06 €;60.500,00 €;4;22/07/2020;ERNST & YOUNG SERVICIOS CORPORATIVOS, S.L.;B28246163;06/08/2020; ;;
2020;Octubre;EMPRESAS;MERCAMADRID, S.A.;202001137;MER/2020/00011; SERVICIOS DE AUDITORIA FINANCIERA DE LAS CUENTAS DE MERCAMADRID, S.A. PARA LOS EJERCICIOS 2020-2022;Servicios;Ordinario;;;Pluralidad de criterios;90.750,00 €;39.839,25 €;36;10/09/2020;BRAINSTORMING AUDIT SLP;B87164547;23/09/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;DISTRITO DE CENTRO;202001138;300/2019/00958;CONTRATO DE LIMPIEZA Y REPOSICION DE CONTENEDORES HIGIENICO-SANITARIOS EN EQUIPAMIENTOS ADSCRITOS AL DISTRITO DE CENTRO 2020-2021. LOTE 2;Servicios;Abierto;;;Pluralidad de criterios;2.754.571,04 €;2.022.956,97 €;24;10/08/2020;ORTIZ CONSTRUCCIONES Y PROYECTOS, S.A.;A19001205;01/09/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;DISTRITO DE CENTRO;202001139;300/2019/00958;CONTRATO DE LIMPIEZA Y REPOSICION DE CONTENEDORES HIGIENICO-SANITARIOS EN EQUIPAMIENTOS ADSCRITOS AL DISTRITO DE CENTRO 2020-2021. LOTE 1;Servicios;Abierto;;;Pluralidad de criterios;1.934.753,54 €;1.598.026,74 €;24;10/08/2020;FERROVIAL SERVICIOS, S.A.;A80241789;01/09/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE CULTURA, TURISMO Y DEPORTE;202001140;300/2019/01374;ACUERDO MARCO DE SERVICIOS DE FORMACION EN MATERIA DE EVACUACION EN SITUACIONES DE EMERGENCIA, REALIZACION DE SIMULACROS, REDACCION Y ACTUALIZACION DE PLANES DE EMERGENCIA EN LOS EDIFICIOS DEPENDIENTES DEL AREA DE GOBIERNO DE CULTURA, TURISMO Y DEPORTE.;Servicios;Abierto;;;Pluralidad de criterios;0,00 €;0,00 €;24;09/09/2020;"INCOPE CONSULTORES; S.L.";B83665513;07/10/2020;SI;;
2020;Octubre;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202001141;MDC/2020/00116;SERVICIO AUXILIAR DE BARRAS Y CAMAREROS, A PRESTAR EN EL TEATRO CIRCO PRICE DE MADRID, CENTRO DEPENDIENTE DE MADRID DESTINO;Servicios;Abierto simplificado sumario;;;Pluralidad de criterios;38.720,00 €;38.720,00 €;12;31/08/2020;DION EVENTOS, S.L.;B06669881;02/09/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202001142;300/2019/01413;IFS ADAPTACION A CONDICIONES DE ACCESIBILIDAD UNIVERSAL DE VIAS Y ESPACIOS PUBLICOS MUNICIPALES DE MADRID (3 LOTES). LOTE 1;Obras;Abierto;;;Pluralidad de criterios;999.598,30 €;746.200,13 €;6;31/07/2020;VIRTON, S.A.;A28357093;12/08/2020; ;;
2020;Octubre;EMPRESAS;MERCAMADRID, S.A.;202001143;MER/2020/00016;CONTRATO DE  OBRA  PARA  LA  CAMPAÑA  DE  ASFALTO  2020 ;Obras;Ordinario;;;Pluralidad de criterios;738.554,06 €;457.977,38 €;1,86;30/07/2020;ASFALTOS Y PAVIMENTOS, S.A.;A28773711;13/08/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;202001144;300/2020/00386;"SUMINISTRO E INSTALACION DE LOS ELECTRODOMESTICOS NECESARIOS PARA EL ADECUADO FUNCIONAMIENTO DE LA ESCUELA INFANTIL DE TITULARIDAD MUNICIPAL DE NUEVA CONSTRUCCION ""CAVANILLES.""";Suministro;Abierto simplificado;;;Pluralidad de criterios;48.977,17 €;35.875,77 €;1;19/08/2020;TECNITRAMO CENTRO, S.L;B28134419;27/08/2020; ;;
2020;Octubre;AYUNTAMIENTO DE MADRID;DISTRITO DE FUENCARRAL - EL PARDO;202001145;300/2020/00069;ARRENDAMIENTO, SIN OPCION A COMPRA, DEL MATERIAL DEPORTIVO CARDIOVASCULAR DESTINADO AL CENTRO DEPORTIVO MUNICIPAL ÑMARIA JESUS ROSAÑ DEL DISTRITO DE FUENCARRAL-EL PARDO. ;Suministro;Abierto;;;Pluralidad de criterios;58.716,02 €;28.307,35 €;48;31/08/2020;EXERCYCLE S.L. ;B01029032;17/09/2020; ;;
2020;Octubre;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202001146;EVS/2020/00040;SUMINISTRO DE MATERIAL INFORMATICO 5LOTES. LOTE 2;Suministro;Abierto simplificado sumario;;;Un unico criterio;847,00 €;580,80 €;0,23;30/07/2020;GERSA INFORMATICA, S.L.;B60202876;31/07/2020; ;;
2020;Octubre;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202001147;MDC/2020/00115;"SERVICIOS DE COPRODUCCION DEL ESPECTACULO TEATRAL ""EL SALTO DE DARWIN"" EN LAS NAVES DEL ESPAÑOL";Servicios;Negociado sin publicidad;168;a) apartado 2º;;11.095,70 €;11.095,70 €;27,93;30/07/2020;ENTRECAJAS PRODUCCIONES TEATRALES, S.L;B81127045;03/09/2020; ;;
